img,class,xmin,xmax,ymin,ymax
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame936.txt,5,545,601,182,227
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame936.txt,5,377,427,54,89
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame936.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame937.txt,5,545,601,182,227
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame937.txt,5,377,427,54,89
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame937.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame938.txt,5,545,601,182,227
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame938.txt,5,377,427,54,89
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame938.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame939.txt,5,554,610,179,224
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame939.txt,5,389,439,42,77
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame939.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame94.txt,5,343,398,13,50
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame94.txt,5,311,355,50,92
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame94.txt,3,195,309,167,244
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame94.txt,3,60,142,164,252
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame940.txt,5,554,610,179,224
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame940.txt,5,389,439,42,77
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame940.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame941.txt,5,554,610,179,224
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame941.txt,5,389,439,42,77
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame941.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame942.txt,5,565,611,176,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame942.txt,5,403,447,32,68
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame942.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame943.txt,5,565,611,176,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame943.txt,5,403,447,32,68
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame943.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame944.txt,5,565,611,176,216
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame944.txt,5,403,447,32,68
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame944.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame945.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame946.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame947.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame948.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame949.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame95.txt,3,195,309,167,244
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame95.txt,3,60,142,164,252
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame95.txt,5,311,355,50,92
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame95.txt,5,343,398,13,50
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame950.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame951.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame952.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame953.txt,7,5,87,186,258
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame954.txt,7,6,78,185,257
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame955.txt,7,6,78,185,257
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame956.txt,7,6,78,185,257
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame957.txt,7,3,69,180,251
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame958.txt,7,3,69,180,251
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame959.txt,7,3,69,180,251
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame96.txt,5,343,398,13,50
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame96.txt,5,324,368,54,95
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame96.txt,3,190,304,159,236
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame96.txt,3,53,135,170,257
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame960.txt,7,6,67,176,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame961.txt,7,6,67,176,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame962.txt,7,6,67,176,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame963.txt,7,6,67,176,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame963.txt,3,505,569,327,384
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame964.txt,7,6,67,176,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame964.txt,3,505,569,327,384
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame965.txt,7,6,67,176,247
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame965.txt,3,505,569,327,384
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame966.txt,7,5,63,171,242
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame966.txt,3,512,576,326,375
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame966.txt,5,591,623,123,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame967.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame967.txt,3,512,576,326,375
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame967.txt,5,591,623,123,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame968.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame968.txt,3,512,576,326,375
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame968.txt,5,591,623,123,171
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame969.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame97.txt,5,343,398,13,50
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame97.txt,5,324,368,54,95
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame97.txt,3,190,304,159,236
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame97.txt,3,53,135,170,257
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame970.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame971.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame972.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame973.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame974.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame975.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame975.txt,3,535,593,323,384
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame976.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame976.txt,3,535,593,323,384
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame977.txt,7,3,61,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame977.txt,3,535,593,323,384
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame978.txt,7,3,57,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame978.txt,3,550,602,319,388
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame979.txt,7,3,57,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame979.txt,3,550,602,319,388
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame98.txt,5,343,398,13,50
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame98.txt,5,324,368,54,95
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame98.txt,3,190,304,159,236
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame98.txt,3,53,135,170,257
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame980.txt,7,3,57,168,239
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame980.txt,3,550,602,319,388
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame981.txt,3,558,610,319,388
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame982.txt,3,562,610,320,395
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame983.txt,3,562,610,320,395
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame984.txt,3,562,610,320,395
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame984.txt,5,579,617,35,86
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame985.txt,3,569,613,322,403
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame985.txt,5,579,617,35,86
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame986.txt,3,569,613,322,403
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame986.txt,5,579,617,35,86
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame987.txt,3,574,618,324,401
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame988.txt,3,574,618,324,401
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame989.txt,3,572,617,326,404
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame99.txt,3,190,286,149,217
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame99.txt,3,39,121,182,269
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame99.txt,5,339,395,17,54
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame99.txt,5,334,378,62,104
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame990.txt,3,564,625,326,410
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame990.txt,7,55,93,166,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame991.txt,3,564,625,326,410
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame991.txt,7,55,93,166,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame992.txt,3,564,625,326,410
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame992.txt,7,55,93,166,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame993.txt,3,578,630,338,416
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame993.txt,7,54,102,166,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame994.txt,3,578,630,338,416
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame994.txt,7,54,102,166,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame995.txt,3,578,630,338,416
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame995.txt,7,54,102,166,215
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame996.txt,3,578,632,345,422
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame996.txt,7,62,122,170,223
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame997.txt,3,578,632,345,422
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame997.txt,7,62,122,170,223
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame998.txt,3,578,632,345,422
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame998.txt,7,62,122,170,223
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame999.txt,3,578,632,345,422
01465f8f61db58564cd37ce2dfc519c5#201106090830_0_frame999.txt,7,62,122,170,223
0b21f0579d247c855e05405d3ed805c1#201205251240_frame0.txt,7,323,409,233,302
0b21f0579d247c855e05405d3ed805c1#201205251240_frame1.txt,7,319,406,230,299
0b21f0579d247c855e05405d3ed805c1#201205251240_frame10.txt,7,398,458,241,317
0b21f0579d247c855e05405d3ed805c1#201205251240_frame11.txt,7,411,461,252,336
0b21f0579d247c855e05405d3ed805c1#201205251240_frame12.txt,7,413,464,262,346
0b21f0579d247c855e05405d3ed805c1#201205251240_frame13.txt,7,415,465,264,348
0b21f0579d247c855e05405d3ed805c1#201205251240_frame14.txt,7,415,465,270,354
0b21f0579d247c855e05405d3ed805c1#201205251240_frame15.txt,7,415,466,279,363
0b21f0579d247c855e05405d3ed805c1#201205251240_frame16.txt,7,413,464,280,364
0b21f0579d247c855e05405d3ed805c1#201205251240_frame17.txt,7,409,460,291,375
0b21f0579d247c855e05405d3ed805c1#201205251240_frame18.txt,7,410,450,292,376
0b21f0579d247c855e05405d3ed805c1#201205251240_frame19.txt,7,408,448,294,378
0b21f0579d247c855e05405d3ed805c1#201205251240_frame2.txt,7,343,429,231,299
0b21f0579d247c855e05405d3ed805c1#201205251240_frame20.txt,7,404,444,297,381
0b21f0579d247c855e05405d3ed805c1#201205251240_frame21.txt,7,402,442,298,382
0b21f0579d247c855e05405d3ed805c1#201205251240_frame22.txt,7,386,443,279,405
0b21f0579d247c855e05405d3ed805c1#201205251240_frame23.txt,7,371,445,281,421
0b21f0579d247c855e05405d3ed805c1#201205251240_frame24.txt,7,349,445,281,441
0b21f0579d247c855e05405d3ed805c1#201205251240_frame25.txt,7,340,446,282,450
0b21f0579d247c855e05405d3ed805c1#201205251240_frame26.txt,7,311,421,301,475
0b21f0579d247c855e05405d3ed805c1#201205251240_frame27.txt,7,299,409,306,480
0b21f0579d247c855e05405d3ed805c1#201205251240_frame28.txt,7,268,377,310,484
0b21f0579d247c855e05405d3ed805c1#201205251240_frame29.txt,7,249,364,312,486
0b21f0579d247c855e05405d3ed805c1#201205251240_frame3.txt,7,357,427,230,299
0b21f0579d247c855e05405d3ed805c1#201205251240_frame30.txt,7,178,366,313,487
0b21f0579d247c855e05405d3ed805c1#201205251240_frame31.txt,7,120,348,315,489
0b21f0579d247c855e05405d3ed805c1#201205251240_frame32.txt,7,2,298,315,489
0b21f0579d247c855e05405d3ed805c1#201205251240_frame33.txt,7,4,236,316,490
0b21f0579d247c855e05405d3ed805c1#201205251240_frame374.txt,13,273,311,346,391
0b21f0579d247c855e05405d3ed805c1#201205251240_frame375.txt,13,283,321,349,394
0b21f0579d247c855e05405d3ed805c1#201205251240_frame376.txt,13,285,323,353,403
0b21f0579d247c855e05405d3ed805c1#201205251240_frame377.txt,13,293,331,354,404
0b21f0579d247c855e05405d3ed805c1#201205251240_frame378.txt,13,295,333,359,409
0b21f0579d247c855e05405d3ed805c1#201205251240_frame379.txt,13,306,338,360,407
0b21f0579d247c855e05405d3ed805c1#201205251240_frame380.txt,13,308,340,360,407
0b21f0579d247c855e05405d3ed805c1#201205251240_frame381.txt,13,312,345,362,409
0b21f0579d247c855e05405d3ed805c1#201205251240_frame382.txt,13,315,346,363,405
0b21f0579d247c855e05405d3ed805c1#201205251240_frame383.txt,13,317,348,363,405
0b21f0579d247c855e05405d3ed805c1#201205251240_frame384.txt,13,318,350,363,405
0b21f0579d247c855e05405d3ed805c1#201205251240_frame385.txt,13,327,358,369,411
0b21f0579d247c855e05405d3ed805c1#201205251240_frame386.txt,13,329,360,369,411
0b21f0579d247c855e05405d3ed805c1#201205251240_frame387.txt,13,331,363,370,412
0b21f0579d247c855e05405d3ed805c1#201205251240_frame388.txt,13,333,363,370,412
0b21f0579d247c855e05405d3ed805c1#201205251240_frame389.txt,13,336,365,372,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame390.txt,13,338,367,374,416
0b21f0579d247c855e05405d3ed805c1#201205251240_frame390.txt,13,270,306,335,386
0b21f0579d247c855e05405d3ed805c1#201205251240_frame391.txt,13,271,306,336,386
0b21f0579d247c855e05405d3ed805c1#201205251240_frame391.txt,13,340,368,375,416
0b21f0579d247c855e05405d3ed805c1#201205251240_frame392.txt,13,272,308,338,388
0b21f0579d247c855e05405d3ed805c1#201205251240_frame392.txt,13,340,369,377,418
0b21f0579d247c855e05405d3ed805c1#201205251240_frame393.txt,13,273,308,338,389
0b21f0579d247c855e05405d3ed805c1#201205251240_frame393.txt,13,342,370,377,419
0b21f0579d247c855e05405d3ed805c1#201205251240_frame394.txt,13,274,310,339,389
0b21f0579d247c855e05405d3ed805c1#201205251240_frame394.txt,13,343,371,378,419
0b21f0579d247c855e05405d3ed805c1#201205251240_frame395.txt,13,350,379,378,419
0b21f0579d247c855e05405d3ed805c1#201205251240_frame395.txt,13,275,310,341,391
0b21f0579d247c855e05405d3ed805c1#201205251240_frame396.txt,13,352,380,380,421
0b21f0579d247c855e05405d3ed805c1#201205251240_frame396.txt,13,276,312,341,392
0b21f0579d247c855e05405d3ed805c1#201205251240_frame397.txt,13,277,312,342,392
0b21f0579d247c855e05405d3ed805c1#201205251240_frame397.txt,13,353,381,380,422
0b21f0579d247c855e05405d3ed805c1#201205251240_frame398.txt,13,286,322,341,391
0b21f0579d247c855e05405d3ed805c1#201205251240_frame398.txt,13,354,383,381,422
0b21f0579d247c855e05405d3ed805c1#201205251240_frame399.txt,13,287,322,341,392
0b21f0579d247c855e05405d3ed805c1#201205251240_frame399.txt,13,354,383,383,424
0b21f0579d247c855e05405d3ed805c1#201205251240_frame4.txt,7,368,428,231,299
0b21f0579d247c855e05405d3ed805c1#201205251240_frame400.txt,13,288,324,342,392
0b21f0579d247c855e05405d3ed805c1#201205251240_frame400.txt,13,356,384,383,425
0b21f0579d247c855e05405d3ed805c1#201205251240_frame401.txt,13,289,324,344,394
0b21f0579d247c855e05405d3ed805c1#201205251240_frame401.txt,13,356,385,384,425
0b21f0579d247c855e05405d3ed805c1#201205251240_frame402.txt,13,360,389,381,422
0b21f0579d247c855e05405d3ed805c1#201205251240_frame402.txt,13,290,326,344,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame403.txt,13,295,326,350,392
0b21f0579d247c855e05405d3ed805c1#201205251240_frame404.txt,13,296,328,350,393
0b21f0579d247c855e05405d3ed805c1#201205251240_frame405.txt,13,296,328,350,393
0b21f0579d247c855e05405d3ed805c1#201205251240_frame406.txt,13,298,330,350,393
0b21f0579d247c855e05405d3ed805c1#201205251240_frame407.txt,13,300,332,352,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame408.txt,13,297,331,350,393
0b21f0579d247c855e05405d3ed805c1#201205251240_frame409.txt,13,299,333,352,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame410.txt,13,300,332,354,393
0b21f0579d247c855e05405d3ed805c1#201205251240_frame411.txt,13,301,333,355,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame411.txt,13,363,401,373,427
0b21f0579d247c855e05405d3ed805c1#201205251240_frame412.txt,13,301,333,355,394
0b21f0579d247c855e05405d3ed805c1#201205251240_frame412.txt,13,362,399,372,426
0b21f0579d247c855e05405d3ed805c1#201205251240_frame413.txt,13,303,334,356,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame413.txt,13,366,403,375,429
0b21f0579d247c855e05405d3ed805c1#201205251240_frame414.txt,13,304,336,357,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame414.txt,13,365,403,373,427
0b21f0579d247c855e05405d3ed805c1#201205251240_frame415.txt,13,305,336,359,397
0b21f0579d247c855e05405d3ed805c1#201205251240_frame415.txt,13,367,405,370,424
0b21f0579d247c855e05405d3ed805c1#201205251240_frame416.txt,13,306,338,359,398
0b21f0579d247c855e05405d3ed805c1#201205251240_frame416.txt,13,366,403,369,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame417.txt,13,307,338,360,398
0b21f0579d247c855e05405d3ed805c1#201205251240_frame417.txt,13,365,403,369,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame418.txt,13,308,340,362,400
0b21f0579d247c855e05405d3ed805c1#201205251240_frame418.txt,13,366,403,370,424
0b21f0579d247c855e05405d3ed805c1#201205251240_frame419.txt,13,310,342,363,401
0b21f0579d247c855e05405d3ed805c1#201205251240_frame419.txt,13,370,407,373,427
0b21f0579d247c855e05405d3ed805c1#201205251240_frame420.txt,13,310,342,363,401
0b21f0579d247c855e05405d3ed805c1#201205251240_frame420.txt,13,370,407,372,426
0b21f0579d247c855e05405d3ed805c1#201205251240_frame421.txt,13,311,343,365,403
0b21f0579d247c855e05405d3ed805c1#201205251240_frame421.txt,13,368,406,372,426
0b21f0579d247c855e05405d3ed805c1#201205251240_frame422.txt,13,313,344,365,404
0b21f0579d247c855e05405d3ed805c1#201205251240_frame422.txt,13,367,405,370,424
0b21f0579d247c855e05405d3ed805c1#201205251240_frame423.txt,13,313,344,365,404
0b21f0579d247c855e05405d3ed805c1#201205251240_frame423.txt,13,366,403,369,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame424.txt,13,313,344,366,404
0b21f0579d247c855e05405d3ed805c1#201205251240_frame424.txt,13,367,405,370,424
0b21f0579d247c855e05405d3ed805c1#201205251240_frame425.txt,13,308,346,368,407
0b21f0579d247c855e05405d3ed805c1#201205251240_frame425.txt,13,370,407,372,426
0b21f0579d247c855e05405d3ed805c1#201205251240_frame426.txt,13,305,347,366,407
0b21f0579d247c855e05405d3ed805c1#201205251240_frame426.txt,13,370,407,373,421
0b21f0579d247c855e05405d3ed805c1#201205251240_frame427.txt,13,306,348,368,409
0b21f0579d247c855e05405d3ed805c1#201205251240_frame427.txt,13,371,409,375,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame428.txt,13,303,346,366,410
0b21f0579d247c855e05405d3ed805c1#201205251240_frame428.txt,13,371,409,375,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame429.txt,13,305,347,368,412
0b21f0579d247c855e05405d3ed805c1#201205251240_frame429.txt,13,370,407,373,421
0b21f0579d247c855e05405d3ed805c1#201205251240_frame430.txt,13,306,348,368,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame430.txt,13,368,406,372,420
0b21f0579d247c855e05405d3ed805c1#201205251240_frame431.txt,13,311,354,366,410
0b21f0579d247c855e05405d3ed805c1#201205251240_frame431.txt,13,370,407,372,420
0b21f0579d247c855e05405d3ed805c1#201205251240_frame432.txt,13,313,355,368,412
0b21f0579d247c855e05405d3ed805c1#201205251240_frame432.txt,13,370,407,373,421
0b21f0579d247c855e05405d3ed805c1#201205251240_frame433.txt,13,313,356,368,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame433.txt,13,370,407,373,421
0b21f0579d247c855e05405d3ed805c1#201205251240_frame434.txt,13,315,357,369,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame434.txt,13,370,390,375,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame435.txt,13,316,358,378,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame435.txt,13,368,388,370,418
0b21f0579d247c855e05405d3ed805c1#201205251240_frame436.txt,13,317,360,379,415
0b21f0579d247c855e05405d3ed805c1#201205251240_frame436.txt,13,368,388,375,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame437.txt,13,320,357,381,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame437.txt,13,366,386,379,422
0b21f0579d247c855e05405d3ed805c1#201205251240_frame438.txt,13,321,359,383,415
0b21f0579d247c855e05405d3ed805c1#201205251240_frame467.txt,13,327,357,357,405
0b21f0579d247c855e05405d3ed805c1#201205251240_frame468.txt,13,324,354,363,405
0b21f0579d247c855e05405d3ed805c1#201205251240_frame469.txt,13,323,361,362,406
0b21f0579d247c855e05405d3ed805c1#201205251240_frame470.txt,13,323,361,360,404
0b21f0579d247c855e05405d3ed805c1#201205251240_frame471.txt,13,323,361,362,406
0b21f0579d247c855e05405d3ed805c1#201205251240_frame472.txt,13,323,361,362,409
0b21f0579d247c855e05405d3ed805c1#201205251240_frame473.txt,13,326,364,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame474.txt,13,327,365,361,412
0b21f0579d247c855e05405d3ed805c1#201205251240_frame475.txt,13,326,364,360,411
0b21f0579d247c855e05405d3ed805c1#201205251240_frame476.txt,13,325,363,360,411
0b21f0579d247c855e05405d3ed805c1#201205251240_frame477.txt,13,326,364,360,411
0b21f0579d247c855e05405d3ed805c1#201205251240_frame478.txt,13,329,367,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame479.txt,13,326,364,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame480.txt,13,327,365,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame481.txt,13,325,363,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame482.txt,13,326,364,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame483.txt,13,327,365,364,415
0b21f0579d247c855e05405d3ed805c1#201205251240_frame484.txt,13,325,363,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame485.txt,13,326,364,363,414
0b21f0579d247c855e05405d3ed805c1#201205251240_frame486.txt,13,327,365,364,415
0b21f0579d247c855e05405d3ed805c1#201205251240_frame487.txt,13,328,364,365,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame488.txt,13,329,365,366,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame489.txt,13,327,362,365,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame490.txt,13,328,364,366,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame491.txt,13,323,358,365,412
0b21f0579d247c855e05405d3ed805c1#201205251240_frame492.txt,13,324,360,365,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame493.txt,13,325,360,366,413
0b21f0579d247c855e05405d3ed805c1#201205251240_frame494.txt,13,326,362,368,415
0b21f0579d247c855e05405d3ed805c1#201205251240_frame5.txt,7,372,432,233,301
0b21f0579d247c855e05405d3ed805c1#201205251240_frame549.txt,13,318,360,363,401
0b21f0579d247c855e05405d3ed805c1#201205251240_frame550.txt,13,319,361,365,403
0b21f0579d247c855e05405d3ed805c1#201205251240_frame551.txt,13,319,361,362,400
0b21f0579d247c855e05405d3ed805c1#201205251240_frame552.txt,13,321,363,362,401
0b21f0579d247c855e05405d3ed805c1#201205251240_frame553.txt,13,319,361,359,398
0b21f0579d247c855e05405d3ed805c1#201205251240_frame554.txt,13,313,355,357,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame555.txt,13,313,355,356,394
0b21f0579d247c855e05405d3ed805c1#201205251240_frame556.txt,13,309,351,356,394
0b21f0579d247c855e05405d3ed805c1#201205251240_frame557.txt,13,301,348,353,394
0b21f0579d247c855e05405d3ed805c1#201205251240_frame558.txt,13,300,348,353,395
0b21f0579d247c855e05405d3ed805c1#201205251240_frame563.txt,13,369,415,366,423
0b21f0579d247c855e05405d3ed805c1#201205251240_frame563.txt,13,294,340,344,398
0b21f0579d247c855e05405d3ed805c1#201205251240_frame563.txt,13,260,288,329,368
0b21f0579d247c855e05405d3ed805c1#201205251240_frame564.txt,13,260,288,330,368
0b21f0579d247c855e05405d3ed805c1#201205251240_frame564.txt,13,295,341,344,399
0b21f0579d247c855e05405d3ed805c1#201205251240_frame564.txt,13,373,419,369,426
0b21f0579d247c855e05405d3ed805c1#201205251240_frame565.txt,13,373,419,369,426
0b21f0579d247c855e05405d3ed805c1#201205251240_frame565.txt,13,302,342,345,393
