,img,class,cls_conf,obj_conf,xmin,xmax,ymin,ymax,iou,label
209,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame41.txt,3,0.296545,0.302608,151,209,108,177,0.883558220889555,0.0
210,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame41.txt,3,0.766377,0.767454,315,362,161,212,0.9178139340842717,3.0
211,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame42.txt,3,0.546925,0.549451,141,188,107,170,0.8368466647415533,0.0
212,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame42.txt,3,0.746741,0.748078,311,361,159,209,0.8647798742138362,3.0
213,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame43.txt,3,0.410138,0.410987,307,353,90,143,1.2949367088607588,-3.0
214,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame43.txt,3,0.749491,0.750676,310,362,157,209,0.8298816568047335,3.0
215,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame44.txt,3,0.343621,0.345493,103,162,96,165,1.2710465500165067,3.0
216,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame44.txt,3,0.816321,0.817222,318,374,141,194,1.3903269754768388,0.0
217,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame45.txt,3,0.773564,0.774691,306,360,141,195,0.9521410579345087,0.0
218,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame46.txt,3,0.642844,0.649525,48,133,91,167,0.8049654466342462,0.0
219,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame46.txt,3,0.780304,0.781326,301,359,143,200,9.232258064516108,-3.0
220,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame47.txt,3,0.729399,0.734787,26,126,90,164,0.8196721311475408,0.0
221,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame47.txt,3,0.801109,0.80203,290,348,142,197,0.8675577156743618,3.0
223,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame48.txt,3,0.436329,0.439148,9,113,89,158,1.3118110236220468,-3.0
224,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame48.txt,3,0.809232,0.809894,287,339,137,189,0.8810631229235878,3.0
225,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame49.txt,3,0.800422,0.801199,287,338,135,186,0.8911439114391142,0.0
226,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame51.txt,3,0.418103,0.419472,249,284,172,209,5.210204081632642,-3.0
227,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame51.txt,3,0.556693,0.560062,282,323,132,182,0.8774097874443891,-3.0
228,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame52.txt,3,0.734811,0.739606,281,324,131,184,0.8304545454545451,-3.0
229,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame53.txt,3,0.367793,0.371183,269,323,31,71,0.9512195121951216,3.0
230,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame53.txt,3,0.790021,0.790855,278,326,130,182,1.541040462427745,-3.0
231,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame54.txt,3,0.334856,0.336081,251,286,169,209,0.8715083798882677,-3.0
232,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame54.txt,3,0.378966,0.381618,274,326,26,66,0.9907329401853409,3.0
233,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame54.txt,3,0.668838,0.669843,204,257,45,104,0.8368926029093158,3.0
234,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame54.txt,3,0.782031,0.782938,278,327,127,182,1.3471450227387562,-3.0
235,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame55.txt,3,0.288723,0.289673,277,332,21,65,1.1563055062166958,3.0
236,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame55.txt,3,0.620354,0.622748,388,437,29,64,10.18867924528299,3.0
237,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame55.txt,3,0.753482,0.754659,200,257,49,107,0.849364791288566,3.0
238,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame55.txt,3,0.758652,0.759907,284,332,127,185,3.5853658536585327,3.0
239,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame56.txt,3,0.449305,0.450855,281,343,17,60,1.3116354759967448,3.0
240,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame56.txt,3,0.53835,0.541572,389,440,29,65,1.6499180775532487,3.0
241,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame56.txt,3,0.766702,0.767273,204,260,56,112,0.8382572366457771,3.0
242,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame56.txt,3,0.805277,0.805899,280,338,125,176,2.7397058823529394,-3.0
243,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame57.txt,3,0.546967,0.547936,390,446,20,57,2.6273885350318453,3.0
244,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame57.txt,3,0.741861,0.742441,212,268,66,123,0.839788732394366,3.0
245,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame57.txt,3,0.774994,0.775874,259,293,166,208,0.6141625056740806,-3.0
246,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame57.txt,3,0.780979,0.781998,294,347,124,176,2.699999999999998,-3.0
247,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame58.txt,3,0.401652,0.407633,385,440,17,55,0.8751814223512334,3.0
248,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame58.txt,3,0.659323,0.660241,222,267,71,128,1.5646551724137923,3.0
249,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame58.txt,3,0.718919,0.72046,256,297,164,204,0.7464114832535881,3.0
250,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame58.txt,3,0.777273,0.778343,296,348,123,176,4.01437371663244,-3.0
251,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame59.txt,3,0.532043,0.532616,383,437,9,45,6.495069033530559,3.0
252,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame59.txt,3,0.564963,0.567138,258,294,165,201,0.8089887640449434,3.0
253,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame60.txt,3,0.575812,0.576492,397,444,9,45,0.8188153310104526,3.0
254,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame61.txt,3,0.370292,0.37082,407,449,14,53,0.7167235494880543,3.0
255,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame61.txt,3,0.428176,0.429326,299,338,147,201,21.968749999999886,-3.0
256,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame61.txt,3,0.607242,0.609247,253,291,164,204,0.7128712871287125,3.0
258,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame62.txt,3,0.715982,0.717421,251,293,160,206,3.0342857142857116,-3.0
259,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame63.txt,3,0.688187,0.692151,268,329,158,213,0.34834834834834827,-3.0
260,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame64.txt,3,0.314587,0.315198,435,486,81,113,1.2148760330578505,-3.0
261,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame64.txt,3,0.788293,0.789144,256,305,156,213,15.211111111111054,-3.0
262,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame68.txt,3,0.356801,0.357345,468,513,47,81,0.33950617283950607,-3.0
263,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame68.txt,3,0.741508,0.74237,292,333,158,211,1.28938097634625,-3.0
264,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame96.txt,3,0.269502,0.270349,57,111,95,149,0.7920324105334231,3.0
265,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame96.txt,3,0.37731,0.377881,265,307,105,159,0.9111111111111108,3.0
266,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame96.txt,3,0.798005,0.798698,400,460,0,41,0.819512195121951,3.0
267,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame97.txt,1,0.316359,0.328377,442,542,310,368,0.998962117280747,3.0
268,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame97.txt,3,0.413752,0.414649,271,314,110,164,0.7671617824166999,3.0
269,1bff883d55ca0bbb67351f8169f76914#201011150930_0_frame97.txt,3,0.591803,0.592441,400,457,0,35,0.9543859649122802,3.0
270,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame816.txt,3,0.649222,0.651453,106,287,85,218,0.6732607760759536,-4.0
271,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame817.txt,3,0.651369,0.653579,108,288,84,218,0.6793153774711423,-4.0
272,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame818.txt,3,0.647976,0.650171,108,288,84,218,0.6793153774711423,-4.0
273,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame819.txt,3,0.489438,0.490881,105,293,73,220,0.7757009345794392,-4.0
274,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame820.txt,3,0.50497,0.506454,106,294,74,220,0.7888728513318463,-4.0
275,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame821.txt,3,0.50497,0.506454,106,294,74,220,0.7888728513318463,-4.0
276,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame822.txt,3,0.399506,0.407012,87,277,54,212,0.7243300924828077,-4.0
277,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame823.txt,3,0.302781,0.308494,68,270,31,181,0.795108178963441,-4.0
278,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame824.txt,3,0.310919,0.31705,66,274,32,182,0.7919714237115155,-4.0
279,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame825.txt,3,0.358898,0.366024,66,275,30,183,0.7845051175502691,-4.0
280,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame826.txt,3,0.40793,0.409372,65,243,24,162,0.6681354549163606,-4.0
281,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame827.txt,3,0.420246,0.421727,65,243,26,161,0.653610771113831,-4.0
282,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame829.txt,3,0.52221,0.524639,57,244,8,143,0.6636771300448431,-4.0
283,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame830.txt,3,0.592386,0.594147,61,245,9,144,0.6734547856238648,-4.0
284,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame831.txt,3,0.625945,0.628572,48,204,0,113,0.5360824742268041,-4.0
285,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame832.txt,3,0.670299,0.673014,46,204,0,114,0.5477695281340124,-4.0
286,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame833.txt,3,0.701762,0.707234,47,190,1,104,0.5757252812314979,-4.0
287,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame834.txt,3,0.684428,0.689614,44,188,0,105,0.5694152456591139,-4.0
288,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame835.txt,3,0.682597,0.687905,44,188,1,107,0.5836530180850231,-4.0
289,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame836.txt,3,0.365527,0.367868,44,184,0,93,0.5651041666666666,-4.0
290,2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame837.txt,3,0.29114,0.29267,44,185,0,93,0.569140625,-4.0
291,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame10.txt,0,0.461871,0.46498,6,68,166,254,0.7894409937888197,0.0
292,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1000.txt,0,0.522037,0.525774,178,228,125,208,0.8238557558945907,0.0
293,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1001.txt,0,0.490601,0.492333,158,219,131,213,0.7384726224783861,0.0
294,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1002.txt,0,0.708267,0.711304,161,215,133,212,0.7954087797019733,0.0
295,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1003.txt,0,0.793282,0.795243,149,209,137,217,0.8116438356164383,0.0
296,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1004.txt,0,0.804569,0.806168,147,209,134,216,0.879584775086505,0.0
297,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1005.txt,0,0.807229,0.808767,148,209,134,217,0.8563602122924155,0.0
298,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1006.txt,0,0.75208,0.753348,141,208,140,218,0.8373956594323871,0.0
299,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1007.txt,0,0.797806,0.799442,141,205,137,218,0.8313011524970769,0.0
300,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1008.txt,0,0.742443,0.743591,123,197,146,233,0.9262258209626629,0.0
301,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1009.txt,0,0.772722,0.774432,125,199,146,233,0.9516864175022788,0.0
302,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1010.txt,0,0.772853,0.774563,125,199,146,233,0.9516864175022788,0.0
303,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1011.txt,0,0.837506,0.838585,120,192,151,239,0.8757727406535177,0.0
304,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1012.txt,0,0.840115,0.840873,118,194,150,239,0.887106017191977,0.0
305,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1013.txt,0,0.84068,0.84142,118,194,150,240,0.8775510204081631,0.0
306,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1014.txt,0,0.84068,0.84142,118,194,150,240,0.8775510204081631,0.0
307,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1015.txt,0,0.84068,0.84142,118,194,150,240,0.8775510204081631,0.0
308,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame11.txt,0,0.489652,0.492763,6,68,166,254,0.7894409937888197,0.0
309,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1142.txt,0,0.450764,0.453197,77,147,177,255,0.7317073170731706,0.0
310,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1143.txt,0,0.425565,0.427802,74,146,177,255,0.7513043478260869,0.0
311,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1144.txt,0,0.261621,0.262694,73,145,180,258,0.7277500656340246,0.0
312,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1145.txt,0,0.490578,0.492797,72,144,180,258,0.7277500656340246,0.0
313,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1146.txt,0,0.490578,0.492797,72,144,180,258,0.7277500656340246,0.0
314,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1153.txt,0,0.257144,0.258002,61,136,186,263,0.6944444444444443,0.0
315,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1154.txt,0,0.311516,0.312487,61,136,188,263,0.6764069264069262,0.0
316,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1155.txt,0,0.311516,0.312487,61,136,188,263,0.6764069264069262,0.0
317,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1156.txt,0,0.533821,0.534921,55,130,189,264,0.6614229531641043,0.0
318,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1157.txt,0,0.49239,0.494963,56,132,188,264,0.6792183031458531,0.0
319,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1159.txt,0,0.286436,0.2893,53,132,191,272,0.6301096709870387,0.0
320,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1160.txt,0,0.286436,0.2893,53,132,191,272,0.692351468244935,0.0
322,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1161.txt,0,0.435742,0.438285,48,132,188,276,0.6885245901639343,0.0
324,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1162.txt,0,0.498886,0.502137,41,133,188,275,0.7544195953141638,0.0
326,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1163.txt,0,0.700578,0.707247,47,130,191,273,0.7193021947101855,0.0
330,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1167.txt,0,0.254937,0.256383,49,125,192,272,0.6727983444469992,0.0
332,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1168.txt,0,0.266437,0.267891,49,125,192,273,0.6669705949395941,0.0
334,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1169.txt,0,0.310453,0.312116,47,126,191,273,0.6861816130851662,0.0
336,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1170.txt,0,0.32,0.323139,47,130,193,275,0.7587557877240887,0.0
338,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame2.txt,0,0.551214,0.555384,25,97,188,266,0.8578423371960175,0.0
339,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame214.txt,3,0.264541,0.265814,199,253,50,84,0.792062122519413,-4.0
340,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame215.txt,3,0.509679,0.511301,200,253,50,86,0.8231233822260566,-4.0
341,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame216.txt,3,0.472023,0.475008,200,257,48,84,0.7479999999999998,-4.0
342,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame217.txt,3,0.644845,0.646837,203,258,48,84,0.8213309024612576,-4.0
343,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame218.txt,3,0.626271,0.628397,203,258,46,82,0.7373913043478258,-4.0
344,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame219.txt,3,0.615814,0.618133,204,260,46,82,0.7027027027027024,-4.0
345,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame220.txt,3,0.684916,0.687523,204,261,46,82,0.6921797004991678,-4.0
346,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame221.txt,3,0.734104,0.736515,214,271,38,75,0.8532801418439713,-4.0
347,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame222.txt,3,0.762495,0.764079,214,270,38,75,0.838509316770186,-4.0
348,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame223.txt,3,0.762495,0.764079,214,270,38,75,0.9310344827586203,-4.0
349,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame224.txt,3,0.697326,0.698124,221,283,31,70,0.8006469874646176,-4.0
350,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame225.txt,3,0.68274,0.683543,219,281,32,71,0.8416046319272122,-4.0
351,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame226.txt,3,0.68274,0.683543,219,281,32,71,0.8416046319272122,-4.0
352,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame227.txt,3,0.384627,0.388487,228,290,29,67,0.9076923076923074,-4.0
353,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame228.txt,3,0.302828,0.304822,226,287,29,67,0.983870967741935,-4.0
354,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame229.txt,3,0.749465,0.750014,233,297,22,62,0.8918330308529943,-4.0
355,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame230.txt,3,0.711694,0.712377,231,297,21,62,0.8979808714133897,-4.0
356,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame231.txt,3,0.711694,0.712377,231,297,21,62,0.8979808714133897,-4.0
357,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame232.txt,3,0.523258,0.524461,240,316,14,56,0.7945454545454543,-4.0
358,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame233.txt,3,0.561486,0.570028,242,311,17,55,0.7798470236115728,-4.0
359,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame234.txt,3,0.561486,0.570028,242,311,17,55,0.7798470236115728,-4.0
360,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame235.txt,3,0.579519,0.582333,240,317,11,51,0.8863636363636361,-4.0
361,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame236.txt,3,0.460582,0.464091,240,317,11,51,0.8863636363636361,-4.0
362,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame237.txt,3,0.378323,0.382315,240,317,12,51,0.9090909090909088,-4.0
363,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame238.txt,3,0.422712,0.424642,254,326,7,47,0.9016949152542371,-4.0
364,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame239.txt,3,0.489377,0.491321,254,326,7,47,0.9016949152542371,-4.0
365,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame3.txt,0,0.580719,0.586143,24,98,188,266,0.8802346423333876,0.0
366,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame341.txt,0,0.738982,0.741272,7,58,171,255,0.8366591236371116,0.0
367,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame342.txt,0,0.737862,0.740115,7,58,171,255,0.8366591236371116,0.0
368,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame343.txt,3,0.25626,0.257548,7,197,26,191,0.7873713587999303,-4.0
369,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame343.txt,0,0.756997,0.759822,6,58,171,255,0.886606409202958,0.0
370,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame344.txt,3,0.267438,0.268824,15,197,27,188,0.763149307306654,-4.0
371,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame344.txt,0,0.762096,0.764507,6,58,171,255,0.886606409202958,0.0
372,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame345.txt,0,0.723981,0.728187,6,58,168,251,0.8961794019933553,0.0
373,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame346.txt,0,0.731288,0.735626,6,59,168,252,0.9244186046511627,0.0
374,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame347.txt,0,0.731981,0.736338,6,59,168,252,0.9244186046511627,0.0
375,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame5.txt,0,0.257449,0.263315,19,95,183,257,0.7928136771950158,0.0
376,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame533.txt,3,0.296816,0.299248,268,316,104,135,1.3311068702290074,-1.0
377,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame533.txt,3,0.616018,0.616834,60,109,23,65,0.8131313131313128,3.0
378,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame534.txt,3,0.333461,0.33609,268,318,104,135,1.3117066290550068,-1.0
379,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame534.txt,3,0.597473,0.598302,59,109,24,66,0.7990074441687341,3.0
380,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame535.txt,3,0.332,0.334626,268,318,104,135,1.3117066290550068,-1.0
381,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame535.txt,3,0.603141,0.603896,61,109,23,66,0.8467465753424654,3.0
382,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame539.txt,0,0.26849,0.34221,10,142,12,129,0.8627450980392157,-1.0
383,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame539.txt,3,0.314296,0.317071,7,145,11,126,0.9142436510857562,-1.0
384,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame542.txt,0,0.300932,0.302795,26,142,22,119,0.6451990632318502,-1.0
385,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame543.txt,0,0.312459,0.314222,25,143,19,118,0.6815984910998467,-1.0
386,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame544.txt,0,0.285405,0.286978,28,144,21,120,0.6475924633635729,-1.0
387,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame545.txt,0,0.26374,0.264798,59,173,17,113,0.6906474820143884,-1.0
388,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame546.txt,0,0.373967,0.37539,58,174,15,114,0.7247254827716774,-1.0
389,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame547.txt,0,0.295292,0.296452,59,173,18,114,0.6906474820143884,-1.0
390,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame548.txt,0,0.405095,0.407979,76,188,20,118,0.6997266692698164,-1.0
391,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame549.txt,0,0.560035,0.565413,71,189,17,119,0.7538719669592152,-1.0
392,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame550.txt,0,0.293867,0.295194,80,196,12,114,0.7745483110761978,-1.0
393,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame551.txt,0,0.278385,0.27979,80,197,14,113,0.7582482325216024,-1.0
394,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame552.txt,3,0.39756,0.400643,75,203,5,116,0.9300864100549882,-1.0
395,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame553.txt,3,0.439414,0.442903,75,202,7,115,0.8978790259230164,-1.0
396,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame554.txt,3,0.38076,0.40992,86,212,9,111,0.8487650244353453,-1.0
397,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame555.txt,3,0.379365,0.40581,85,213,8,112,0.8791441024963677,-1.0
398,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame556.txt,3,0.372717,0.401145,85,213,8,112,0.8791441024963677,-1.0
399,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame557.txt,0,0.315779,0.319524,94,218,13,113,0.7999479708636835,-1.0
400,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame558.txt,0,0.476948,0.480977,93,219,11,113,0.8170542635658914,-1.0
401,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame559.txt,0,0.476948,0.480977,93,219,11,113,0.8170542635658914,-1.0
402,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame560.txt,0,0.59232,0.599174,99,225,4,112,0.9130313976104473,-1.0
403,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame561.txt,0,0.603657,0.609551,99,225,2,114,0.9140049140049139,-1.0
404,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame562.txt,0,0.636993,0.644575,99,225,3,114,0.9219330855018586,-1.0
405,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame563.txt,0,0.636993,0.644575,99,225,3,114,0.9219330855018586,-1.0
406,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame564.txt,0,0.404246,0.406674,98,222,5,111,0.9179411970109643,-1.0
407,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame565.txt,0,0.696823,0.699485,113,223,7,113,0.7792034215450413,-1.0
408,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame566.txt,0,0.707377,0.710006,113,223,7,113,0.7792034215450413,-1.0
409,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame567.txt,0,0.691898,0.694469,114,223,7,113,0.7721197540764501,-1.0
410,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame568.txt,0,0.704976,0.70755,113,223,7,113,0.7792034215450413,-1.0
411,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame569.txt,0,0.555508,0.557516,112,233,3,113,0.9060585432266847,-1.0
412,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame570.txt,0,0.545582,0.5475,114,232,3,111,0.8675289312457453,-1.0
413,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame571.txt,0,0.551542,0.553505,114,232,5,112,0.8594962559564329,-1.0
414,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame572.txt,0,0.551542,0.553505,114,232,5,112,0.8594962559564329,-1.0
415,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame573.txt,0,0.644968,0.646503,115,237,3,110,0.8557194362504096,-1.0
